File Name,File Size,Average CPU Workload,Execution Time
01.png,1584,0.5045452117919922,15.220676709045687
18.png,225763,16.169933319091797,15.220676709045687
05.png,3870,1.1570930480957031,15.220676709045687
20.png,255254,21.62607765197754,15.220676709045687
14.png,79208,9.637028932571411,15.220676709045687
09.png,44189,2.3206400871276855,15.220676709045687
13.png,78053,9.304733037948608,15.220676709045687
19.png,245337,21.18442153930664,15.220676709045687
17.png,209291,14.485301733016968,15.220676709045687
03.png,2677,0.5250298976898193,15.220676709045687
04.png,2988,0.5788884162902832,15.220676709045687
12.png,76633,8.716732263565063,15.220676709045687
16.png,197048,14.769140481948853,15.220676709045687
15.png,155349,11.193169116973877,15.220676709045687
10.png,62155,2.826571226119995,15.220676709045687
02.png,2294,0.5712895393371582,15.220676709045687
08.png,26854,1.7520956993103027,15.220676709045687
07.png,23359,1.6693341732025146,15.220676709045687
11.png,71329,6.601044654846191,15.220676709045687
06.png,4855,1.0361618995666504,15.220676709045687
01.png,1584,0.4890742301940918,15.220676709045687
18.png,225763,16.261703491210938,15.220676709045687
05.png,3870,1.0592527389526367,15.220676709045687
20.png,255254,21.583216905593872,15.220676709045687
14.png,79208,9.99532675743103,15.220676709045687
09.png,44189,2.3220090866088867,15.220676709045687
13.png,78053,9.525136470794678,15.220676709045687
19.png,245337,22.17419672012329,15.220676709045687
17.png,209291,14.736788749694824,15.220676709045687
03.png,2677,0.5641307830810547,15.220676709045687
04.png,2988,0.5797514915466309,15.220676709045687
12.png,76633,9.034499883651733,15.220676709045687
16.png,197048,14.938029289245605,15.220676709045687
15.png,155349,11.05099368095398,15.220676709045687
10.png,62155,2.777533769607544,15.220676709045687
02.png,2294,0.557469367980957,15.220676709045687
08.png,26854,1.6959056854248047,15.220676709045687
07.png,23359,1.6554934978485107,15.220676709045687
11.png,71329,6.386377811431885,15.220676709045687
06.png,4855,1.0671319961547852,15.220676709045687
01.png,1584,0.4968998432159424,15.220676709045687
18.png,225763,16.870051383972168,15.220676709045687
05.png,3870,1.453688621520996,15.220676709045687
20.png,255254,22.304832935333252,15.220676709045687
14.png,79208,12.06700325012207,15.220676709045687
09.png,44189,2.366579055786133,15.220676709045687
13.png,78053,9.326277256011963,15.220676709045687
19.png,245337,23.73878312110901,15.220676709045687
17.png,209291,18.139427661895752,15.220676709045687
03.png,2677,0.5296804904937744,15.220676709045687
04.png,2988,0.5708582401275635,15.220676709045687
12.png,76633,10.367874145507812,15.220676709045687
16.png,197048,17.690998554229736,15.220676709045687
15.png,155349,14.1027250289917,15.220676709045687
10.png,62155,3.586834669113159,15.220676709045687
02.png,2294,0.5415506362915039,15.220676709045687
08.png,26854,1.6212263107299805,15.220676709045687
07.png,23359,1.681976556777954,15.220676709045687
11.png,71329,7.728327989578247,15.220676709045687
06.png,4855,1.0106539726257324,15.220676709045687
01.png,1584,0.4826943874359131,15.220676709045687
18.png,225763,23.295571088790894,15.220676709045687
05.png,3870,1.0960307121276855,15.220676709045687
20.png,255254,27.057883501052856,15.220676709045687
14.png,79208,12.099541187286377,15.220676709045687
09.png,44189,3.3709630966186523,15.220676709045687
13.png,78053,10.760324478149414,15.220676709045687
19.png,245337,26.6374294757843,15.220676709045687
17.png,209291,21.28095841407776,15.220676709045687
03.png,2677,0.6410398483276367,15.220676709045687
04.png,2988,0.7169215679168701,15.220676709045687
12.png,76633,9.930447816848755,15.220676709045687
16.png,197048,20.23447036743164,15.220676709045687
15.png,155349,13.84785509109497,15.220676709045687
10.png,62155,3.3234143257141113,15.220676709045687
02.png,2294,0.5381178855895996,15.220676709045687
08.png,26854,2.1593170166015625,15.220676709045687
07.png,23359,1.7320888042449951,15.220676709045687
11.png,71329,9.193234205245972,15.220676709045687
06.png,4855,1.5705583095550537,15.220676709045687
